# Region type : patch outlet
# Faces         : 10
# Area          : 1.00000000e-01
# Scale factor  : 1.00000000e+00
# Time          	max(U)	max(p)
15.95           	(1.48042105e+00 5.22405270e-07 0.00000000e+00)	0.00000000e+00
16              	(1.48241689e+00 5.40995868e-07 0.00000000e+00)	0.00000000e+00
16.05           	(1.48440312e+00 5.59673551e-07 0.00000000e+00)	0.00000000e+00
16.1            	(1.48637979e+00 5.78423554e-07 0.00000000e+00)	0.00000000e+00
16.15           	(1.48834694e+00 5.97231775e-07 0.00000000e+00)	0.00000000e+00
16.2            	(1.49030463e+00 6.16084673e-07 0.00000000e+00)	0.00000000e+00
16.25           	(1.49225289e+00 6.34969363e-07 0.00000000e+00)	0.00000000e+00
16.3            	(1.49419177e+00 6.53873960e-07 0.00000000e+00)	0.00000000e+00
16.35           	(1.49612133e+00 6.72787252e-07 0.00000000e+00)	0.00000000e+00
16.4            	(1.49804160e+00 6.91698550e-07 0.00000000e+00)	0.00000000e+00
16.45           	(1.49995264e+00 7.10597839e-07 0.00000000e+00)	0.00000000e+00
16.5            	(1.50185449e+00 7.29475734e-07 0.00000000e+00)	0.00000000e+00
16.55           	(1.50374719e+00 7.48323460e-07 0.00000000e+00)	0.00000000e+00
16.6            	(1.50563080e+00 7.67132838e-07 0.00000000e+00)	0.00000000e+00
16.65           	(1.50750535e+00 7.85896258e-07 0.00000000e+00)	0.00000000e+00
16.7            	(1.50937090e+00 8.04606656e-07 0.00000000e+00)	0.00000000e+00
16.75           	(1.51122748e+00 8.23257425e-07 0.00000000e+00)	0.00000000e+00
16.8            	(1.51307514e+00 8.41842457e-07 0.00000000e+00)	0.00000000e+00
16.85           	(1.51491392e+00 8.60356213e-07 0.00000000e+00)	0.00000000e+00
16.9            	(1.51674388e+00 8.78793365e-07 0.00000000e+00)	0.00000000e+00
16.95           	(1.51856504e+00 8.97149211e-07 0.00000000e+00)	0.00000000e+00
17              	(1.52037747e+00 9.15419393e-07 0.00000000e+00)	0.00000000e+00
17.05           	(1.52218119e+00 9.33599688e-07 0.00000000e+00)	0.00000000e+00
17.1            	(1.52397625e+00 9.51686399e-07 0.00000000e+00)	0.00000000e+00
17.15           	(1.52576271e+00 9.69676085e-07 0.00000000e+00)	0.00000000e+00
17.2            	(1.52754059e+00 9.87565505e-07 0.00000000e+00)	0.00000000e+00
17.25           	(1.52930994e+00 1.00535166e-06 0.00000000e+00)	0.00000000e+00
17.3            	(1.53107080e+00 1.02303185e-06 0.00000000e+00)	0.00000000e+00
17.35           	(1.53282322e+00 1.04060357e-06 0.00000000e+00)	0.00000000e+00
17.4            	(1.53456724e+00 1.05806440e-06 0.00000000e+00)	0.00000000e+00
17.45           	(1.53630290e+00 1.07541220e-06 0.00000000e+00)	0.00000000e+00
17.5            	(1.53803024e+00 1.09264491e-06 0.00000000e+00)	0.00000000e+00
17.55           	(1.53974929e+00 1.10976062e-06 0.00000000e+00)	0.00000000e+00
17.6            	(1.54146011e+00 1.12675753e-06 0.00000000e+00)	0.00000000e+00
17.65           	(1.54316274e+00 1.14363398e-06 0.00000000e+00)	0.00000000e+00
17.7            	(1.54485721e+00 1.16038843e-06 0.00000000e+00)	0.00000000e+00
17.75           	(1.54654356e+00 1.17701940e-06 0.00000000e+00)	0.00000000e+00
17.8            	(1.54822183e+00 1.19352556e-06 0.00000000e+00)	0.00000000e+00
17.85           	(1.54989207e+00 1.20990561e-06 0.00000000e+00)	0.00000000e+00
17.9            	(1.55155432e+00 1.22615832e-06 0.00000000e+00)	0.00000000e+00
17.95           	(1.55320860e+00 1.24228253e-06 0.00000000e+00)	0.00000000e+00
18              	(1.55485497e+00 1.25827713e-06 0.00000000e+00)	0.00000000e+00
18.05           	(1.55649346e+00 1.27414111e-06 0.00000000e+00)	0.00000000e+00
18.1            	(1.55812412e+00 1.28987354e-06 0.00000000e+00)	0.00000000e+00
18.15           	(1.55974697e+00 1.30547349e-06 0.00000000e+00)	0.00000000e+00
18.2            	(1.56136206e+00 1.32094004e-06 0.00000000e+00)	0.00000000e+00
18.25           	(1.56296942e+00 1.33627241e-06 0.00000000e+00)	0.00000000e+00
18.3            	(1.56456910e+00 1.35146982e-06 0.00000000e+00)	0.00000000e+00
18.35           	(1.56616113e+00 1.36653154e-06 0.00000000e+00)	0.00000000e+00
18.4            	(1.56774556e+00 1.38145687e-06 0.00000000e+00)	0.00000000e+00
18.45           	(1.56932240e+00 1.39624517e-06 0.00000000e+00)	0.00000000e+00
18.5            	(1.57089172e+00 1.41089582e-06 0.00000000e+00)	0.00000000e+00
18.55           	(1.57245353e+00 1.42540826e-06 0.00000000e+00)	0.00000000e+00
18.6            	(1.57400789e+00 1.43978195e-06 0.00000000e+00)	0.00000000e+00
18.65           	(1.57555482e+00 1.45401640e-06 0.00000000e+00)	0.00000000e+00
18.7            	(1.57709436e+00 1.46811114e-06 0.00000000e+00)	0.00000000e+00
18.75           	(1.57862655e+00 1.48206574e-06 0.00000000e+00)	0.00000000e+00
18.8            	(1.58015143e+00 1.49587983e-06 0.00000000e+00)	0.00000000e+00
18.85           	(1.58166902e+00 1.50955303e-06 0.00000000e+00)	0.00000000e+00
18.9            	(1.58317938e+00 1.52308502e-06 0.00000000e+00)	0.00000000e+00
18.95           	(1.58468252e+00 1.53647552e-06 0.00000000e+00)	0.00000000e+00
19              	(1.58617849e+00 1.54972427e-06 0.00000000e+00)	0.00000000e+00
19.05           	(1.58766733e+00 1.56283103e-06 0.00000000e+00)	0.00000000e+00
19.1            	(1.58914906e+00 1.57579561e-06 0.00000000e+00)	0.00000000e+00
19.15           	(1.59062373e+00 1.58861785e-06 0.00000000e+00)	0.00000000e+00
19.2            	(1.59209136e+00 1.60129761e-06 0.00000000e+00)	0.00000000e+00
19.25           	(1.59355199e+00 1.61383479e-06 0.00000000e+00)	0.00000000e+00
19.3            	(1.59500567e+00 1.62622930e-06 0.00000000e+00)	0.00000000e+00
19.35           	(1.59645241e+00 1.63848110e-06 0.00000000e+00)	0.00000000e+00
19.4            	(1.59789226e+00 1.65059017e-06 0.00000000e+00)	0.00000000e+00
19.45           	(1.59932524e+00 1.66255652e-06 0.00000000e+00)	0.00000000e+00
19.5            	(1.60075140e+00 1.67438017e-06 0.00000000e+00)	0.00000000e+00
19.55           	(1.60217076e+00 1.68606118e-06 0.00000000e+00)	0.00000000e+00
19.6            	(1.60358337e+00 1.69759964e-06 0.00000000e+00)	0.00000000e+00
19.65           	(1.60498924e+00 1.70899565e-06 0.00000000e+00)	0.00000000e+00
19.7            	(1.60638842e+00 1.72024934e-06 0.00000000e+00)	0.00000000e+00
19.75           	(1.60778094e+00 1.73136088e-06 0.00000000e+00)	0.00000000e+00
19.8            	(1.60916683e+00 1.74233043e-06 0.00000000e+00)	0.00000000e+00
19.85           	(1.61054612e+00 1.75315820e-06 0.00000000e+00)	0.00000000e+00
19.9            	(1.61191885e+00 1.76384441e-06 0.00000000e+00)	0.00000000e+00
19.95           	(1.61328504e+00 1.77438931e-06 0.00000000e+00)	0.00000000e+00
20              	(1.61464473e+00 1.78479315e-06 0.00000000e+00)	0.00000000e+00
