# Region type : patch outlet
# Faces         : 10
# Area          : 1.00000000e-01
# Scale factor  : 1.00000000e+00
# Time          	max(U)	max(p)
15.85           	(1.47015571e+00 4.29586799e-05 0.00000000e+00)	0.00000000e+00
15.9            	(1.47015568e+00 4.29591459e-05 0.00000000e+00)	0.00000000e+00
15.95           	(1.47015563e+00 4.29593199e-05 0.00000000e+00)	0.00000000e+00
16              	(1.47015560e+00 4.29592002e-05 0.00000000e+00)	0.00000000e+00
16.05           	(1.47015563e+00 4.29588417e-05 0.00000000e+00)	0.00000000e+00
16.1            	(1.47015569e+00 4.29583378e-05 0.00000000e+00)	0.00000000e+00
16.15           	(1.47015569e+00 4.29577943e-05 0.00000000e+00)	0.00000000e+00
16.2            	(1.47015563e+00 4.29573023e-05 0.00000000e+00)	0.00000000e+00
16.25           	(1.47015560e+00 4.29569190e-05 0.00000000e+00)	0.00000000e+00
16.3            	(1.47015563e+00 4.29566589e-05 0.00000000e+00)	0.00000000e+00
16.35           	(1.47015568e+00 4.29564997e-05 0.00000000e+00)	0.00000000e+00
16.4            	(1.47015570e+00 4.29563993e-05 0.00000000e+00)	0.00000000e+00
16.45           	(1.47015567e+00 4.29563195e-05 0.00000000e+00)	0.00000000e+00
16.5            	(1.47015561e+00 4.29562476e-05 0.00000000e+00)	0.00000000e+00
16.55           	(1.47015561e+00 4.29562078e-05 0.00000000e+00)	0.00000000e+00
16.6            	(1.47015565e+00 4.29562562e-05 0.00000000e+00)	0.00000000e+00
16.65           	(1.47015568e+00 4.29564602e-05 0.00000000e+00)	0.00000000e+00
16.7            	(1.47015569e+00 4.29568674e-05 0.00000000e+00)	0.00000000e+00
16.75           	(1.47015564e+00 4.29574759e-05 0.00000000e+00)	0.00000000e+00
16.8            	(1.47015561e+00 4.29582162e-05 0.00000000e+00)	0.00000000e+00
16.85           	(1.47015563e+00 4.29589534e-05 0.00000000e+00)	0.00000000e+00
16.9            	(1.47015567e+00 4.29595118e-05 0.00000000e+00)	0.00000000e+00
16.95           	(1.47015569e+00 4.29597192e-05 0.00000000e+00)	0.00000000e+00
17              	(1.47015566e+00 4.29594595e-05 0.00000000e+00)	0.00000000e+00
17.05           	(1.47015561e+00 4.29587174e-05 0.00000000e+00)	0.00000000e+00
17.1            	(1.47015561e+00 4.29576009e-05 0.00000000e+00)	0.00000000e+00
17.15           	(1.47015566e+00 4.29563291e-05 0.00000000e+00)	0.00000000e+00
17.2            	(1.47015569e+00 4.29551845e-05 0.00000000e+00)	0.00000000e+00
17.25           	(1.47015567e+00 4.29544415e-05 0.00000000e+00)	0.00000000e+00
17.3            	(1.47015563e+00 4.29549354e-05 0.00000000e+00)	0.00000000e+00
17.35           	(1.47015560e+00 4.29552566e-05 0.00000000e+00)	0.00000000e+00
17.4            	(1.47015563e+00 4.29559864e-05 0.00000000e+00)	0.00000000e+00
17.45           	(1.47015567e+00 4.29569391e-05 0.00000000e+00)	0.00000000e+00
17.5            	(1.47015568e+00 4.29578706e-05 0.00000000e+00)	0.00000000e+00
17.55           	(1.47015564e+00 4.29585469e-05 0.00000000e+00)	0.00000000e+00
17.6            	(1.47015562e+00 4.29588131e-05 0.00000000e+00)	0.00000000e+00
17.65           	(1.47015561e+00 4.29583502e-05 0.00000000e+00)	0.00000000e+00
17.7            	(1.47015566e+00 4.29580531e-05 0.00000000e+00)	0.00000000e+00
17.75           	(1.47015569e+00 4.29576288e-05 0.00000000e+00)	0.00000000e+00
17.8            	(1.47015567e+00 4.29572457e-05 0.00000000e+00)	0.00000000e+00
17.85           	(1.47015563e+00 4.29570439e-05 0.00000000e+00)	0.00000000e+00
17.9            	(1.47015560e+00 4.29570847e-05 0.00000000e+00)	0.00000000e+00
17.95           	(1.47015563e+00 4.29573256e-05 0.00000000e+00)	0.00000000e+00
18              	(1.47015567e+00 4.29574428e-05 0.00000000e+00)	0.00000000e+00
18.05           	(1.47015568e+00 4.29575178e-05 0.00000000e+00)	0.00000000e+00
18.1            	(1.47015564e+00 4.29574182e-05 0.00000000e+00)	0.00000000e+00
18.15           	(1.47015562e+00 4.29570943e-05 0.00000000e+00)	0.00000000e+00
18.2            	(1.47015563e+00 4.29565869e-05 0.00000000e+00)	0.00000000e+00
18.25           	(1.47015565e+00 4.29562078e-05 0.00000000e+00)	0.00000000e+00
18.3            	(1.47015568e+00 4.29559615e-05 0.00000000e+00)	0.00000000e+00
18.35           	(1.47015566e+00 4.29559498e-05 0.00000000e+00)	0.00000000e+00
18.4            	(1.47015563e+00 4.29562533e-05 0.00000000e+00)	0.00000000e+00
18.45           	(1.47015562e+00 4.29568651e-05 0.00000000e+00)	0.00000000e+00
18.5            	(1.47015563e+00 4.29576760e-05 0.00000000e+00)	0.00000000e+00
18.55           	(1.47015567e+00 4.29582925e-05 0.00000000e+00)	0.00000000e+00
18.6            	(1.47015567e+00 4.29586969e-05 0.00000000e+00)	0.00000000e+00
18.65           	(1.47015564e+00 4.29588056e-05 0.00000000e+00)	0.00000000e+00
18.7            	(1.47015562e+00 4.29585516e-05 0.00000000e+00)	0.00000000e+00
18.75           	(1.47015564e+00 4.29579686e-05 0.00000000e+00)	0.00000000e+00
18.8            	(1.47015566e+00 4.29571379e-05 0.00000000e+00)	0.00000000e+00
18.85           	(1.47015567e+00 4.29565868e-05 0.00000000e+00)	0.00000000e+00
18.9            	(1.47015565e+00 4.29561825e-05 0.00000000e+00)	0.00000000e+00
18.95           	(1.47015562e+00 4.29560423e-05 0.00000000e+00)	0.00000000e+00
19              	(1.47015562e+00 4.29562061e-05 0.00000000e+00)	0.00000000e+00
19.05           	(1.47015565e+00 4.29566189e-05 0.00000000e+00)	0.00000000e+00
19.1            	(1.47015567e+00 4.29571015e-05 0.00000000e+00)	0.00000000e+00
19.15           	(1.47015566e+00 4.29574183e-05 0.00000000e+00)	0.00000000e+00
19.2            	(1.47015563e+00 4.29575959e-05 0.00000000e+00)	0.00000000e+00
19.25           	(1.47015562e+00 4.29575711e-05 0.00000000e+00)	0.00000000e+00
19.3            	(1.47015564e+00 4.29573569e-05 0.00000000e+00)	0.00000000e+00
19.35           	(1.47015567e+00 4.29570443e-05 0.00000000e+00)	0.00000000e+00
19.4            	(1.47015567e+00 4.29569731e-05 0.00000000e+00)	0.00000000e+00
19.45           	(1.47015564e+00 4.29569262e-05 0.00000000e+00)	0.00000000e+00
19.5            	(1.47015562e+00 4.29570567e-05 0.00000000e+00)	0.00000000e+00
19.55           	(1.47015564e+00 4.29573610e-05 0.00000000e+00)	0.00000000e+00
19.6            	(1.47015565e+00 4.29577602e-05 0.00000000e+00)	0.00000000e+00
19.65           	(1.47015567e+00 4.29578704e-05 0.00000000e+00)	0.00000000e+00
19.7            	(1.47015566e+00 4.29579462e-05 0.00000000e+00)	0.00000000e+00
19.75           	(1.47015563e+00 4.29578123e-05 0.00000000e+00)	0.00000000e+00
19.8            	(1.47015563e+00 4.29574509e-05 0.00000000e+00)	0.00000000e+00
19.85           	(1.47015565e+00 4.29569223e-05 0.00000000e+00)	0.00000000e+00
19.9            	(1.47015567e+00 4.29563574e-05 0.00000000e+00)	0.00000000e+00
19.95           	(1.47015567e+00 4.29562067e-05 0.00000000e+00)	0.00000000e+00
20              	(1.47015564e+00 4.29561140e-05 0.00000000e+00)	0.00000000e+00
